ruleId,separation,alignment,cohesion,chaos,neighborhood_radius
BOIDS-R15-000,1.2739087953107107,1.7898504802498436,0.4953083314984831,0.4939700697508463,9.72354739740318
BOIDS-R15-001,1.1299060229871634,1.2220809400833326,1.2576543211994817,0.22963132353627552,8.071338507517638
BOIDS-R15-002,1.4737583414202144,0.6006903728842967,0.9813251111105521,0.5672484334244045,18.776533079269434
BOIDS-R15-003,0.4519689611587434,1.6640478781894432,1.1729786435213696,0.32034013642657544,17.978568295718844
BOIDS-R15-004,0.8972877658017031,1.2547576404209861,0.9117899198003239,0.5867036498905904,9.632696544210187
BOIDS-R15-005,0.5517859032343189,1.0546572459559689,0.7730329678389769,0.12003640884194146,17.77916578703449
BOIDS-R15-006,0.6790429578347592,0.4976456394014105,1.0842184210519719,0.3612979585699462,10.972593777371804
BOIDS-R15-007,0.82347221092972,0.8790556928305249,0.6332992113799938,0.15635283983384352,14.038069160385856
BOIDS-R15-008,0.5041226851388486,0.39277450765312244,0.2577850752784173,0.41171933236999475,18.95742571547423
BOIDS-R15-009,0.6039351792620554,0.7704503600275343,0.5027903179858106,0.10145025464507366,11.975481248288883
BOIDS-R15-010,1.3282895306067255,1.4155934921783113,0.6758267212225242,0.34711571932563384,15.801059046137595
BOIDS-R15-011,1.1048676826061368,1.2599390641269792,1.3385800939448067,0.14922533960982506,13.166618648693474
BOIDS-R15-012,0.9708460084838102,0.5576225478768815,0.8047043376279763,0.08719110582387728,16.771930295923653
BOIDS-R15-013,0.7896760884588383,0.2444209230734273,0.21480162538092118,0.006335052954489585,19.65566959352193
BOIDS-R15-014,1.5789744762368598,0.7883261307690508,0.8890554543353602,0.029914204001048862,14.453559783637179
BOIDS-R15-015,1.7854767852895002,1.5770004448707875,1.2028246675741385,0.5375927152425674,10.09667815429515
BOIDS-R15-016,1.4421808969084178,0.4254522551127873,0.4444457558478001,0.2797311705081174,8.9788529574986
BOIDS-R15-017,0.6618161259381097,0.734653908639926,0.6137449119292274,0.4283962680644205,17.615307569975165
BOIDS-R15-018,0.7635871509453143,0.6723806870249609,0.40635355205229184,0.45418926945004073,10.368941239985311
BOIDS-R15-019,0.4909953409110309,1.0862468684944118,0.9559875775361133,0.1966770007754711,18.397085185687892
BOIDS-R15-020,0.6301608147255816,0.26216984729479387,1.3646410389333443,0.22294728337832345,14.275013918005738
BOIDS-R15-021,1.1804597330172215,1.0091023194224529,0.22504257665393107,0.26899782259935817,18.595746869567982
BOIDS-R15-022,1.011021917057224,1.3519962642907917,1.1172961282709764,0.3677638827508508,19.2141660164093
BOIDS-R15-023,0.7159136554499841,0.7025263491186349,0.3538270904400638,0.3050451740765258,15.139471933664504
BOIDS-R15-024,1.6022833311558138,1.152901970427412,0.79289404528386,0.25953002275414094,15.9990204346866
BOIDS-R15-025,1.2261897213422732,1.527619268879201,1.2433155276309327,0.548605263119304,17.11245912105646
BOIDS-R15-026,1.5743945600653864,1.6884691019331968,0.6687767547975226,0.112136464776238,10.596483958269129
BOIDS-R15-027,1.3994152519650092,0.5193524983993427,0.9458914739523145,0.5070350686951818,11.702074130232647
BOIDS-R15-028,1.753419998838233,1.4413176344805068,0.3881374894029629,0.4666507265249943,11.574690253230134
BOIDS-R15-029,1.5022228307133627,1.5559850809326026,0.5499844104756615,0.07444587762078361,12.368645657405862
BOIDS-R15-030,0.9897911076588894,0.9665433282226497,0.7097389596809074,0.38701753684122814,8.52372061400033
BOIDS-R15-031,1.48971781581335,0.8123246110933007,0.5784589317893845,0.3972953917649021,16.876928302183146
BOIDS-R15-032,0.5270588571398479,1.4817661420336206,0.2948659915704325,0.2500627274415202,11.109946486542004
BOIDS-R15-033,1.0545335325261065,1.4992892597014487,0.5872908103495954,0.20533387944383064,15.013550290534983
BOIDS-R15-034,0.8730560025169052,1.631627668332914,1.2868540127054229,0.4745393545798976,13.000933249781449
BOIDS-R15-035,1.6458353824223435,0.4491413979235299,1.3928157581538174,0.13013282929333064,16.16151063340182
BOIDS-R15-036,0.42386780281251596,0.47824149827195434,0.869278712816312,0.567906631785712,15.611450346799906
BOIDS-R15-037,1.3085161586049656,0.9956249331536242,1.3008320911742945,0.07932050193013745,9.391662191582551
BOIDS-R15-038,1.3593042304370528,1.1280892303751284,1.0446229294955947,0.4452959570226158,16.468394490468192
BOIDS-R15-039,0.5838176128726192,0.2249845674410264,0.9959079748570101,0.5354576023772017,12.815420049186914
BOIDS-R15-040,1.2987381861330711,1.7497050976608326,0.3164057193781413,0.0408599083715955,8.701822293568705
BOIDS-R15-041,1.025900099406222,0.3184374425276383,0.4169401662471954,0.59006642553039,10.354096606011622
BOIDS-R15-042,0.941291994916789,1.3393779738719953,0.26771355801540847,0.019164695317190745,12.139673442151889
BOIDS-R15-043,1.088591912668924,1.398350209479734,0.3310181872530388,0.4331806314507378,13.633438996225589
BOIDS-R15-044,0.9151432905469731,1.2886739241192173,0.8222242533994777,0.044471970321458804,15.4132226638669
BOIDS-R15-045,0.7292651136417958,0.6517395172307483,0.8632365435120575,0.3217163996428609,14.684819248389296
BOIDS-R15-046,1.223901125758204,1.7181031393471276,1.2108111389380276,0.1843040425804657,13.98712565019268
BOIDS-R15-047,1.548489898111833,1.0615522083241171,0.5250603648329357,0.33388165357678723,11.331596567893612
