rule_id,separation,alignment,cohesion,chaos,neighborhood_radius
BOIDS-R14-000,0.5855838983751349,1.3283889684439751,0.5164664354983896,0.26566664385686944,17.250716197007055
BOIDS-R14-001,1.2346048780004093,1.5854232958528998,0.6392396851824272,0.17053738385627398,17.692854757305977
BOIDS-R14-002,0.6108923788104252,0.9186762332757634,1.2542728945380934,0.2159934521621922,9.43517668055811
BOIDS-R14-003,1.0732881934045317,1.5612185657759845,1.0567290417859072,0.5493202361861815,12.645159456047153
BOIDS-R14-004,1.447598312122866,1.7068443941760483,0.8663062198075127,0.35462827167225053,12.071454325002403
BOIDS-R14-005,1.695992720359241,0.8139424369702342,1.3947205632781199,0.4383790916549993,17.20084139048
BOIDS-R14-006,0.6927735272235784,0.48818328184914844,1.1844484247916736,0.3162945863594027,18.107588256730818
BOIDS-R14-007,0.8141988476674233,1.0372085308380699,0.49234951232689783,0.09827883683112455,19.031407231430947
BOIDS-R14-008,0.44257734843184543,1.7472557587730984,0.805020556118091,0.5521799441446522,14.275778077859071
BOIDS-R14-009,1.3381735119509854,1.2638240315403408,0.572775993788136,0.36707163332188686,11.718984278702225
BOIDS-R14-010,1.6067336195006208,0.6746900970662071,0.21337162143973207,0.23723815899980785,8.830233580955422
BOIDS-R14-011,1.746961600028175,0.7562542489496407,1.3714816113560326,0.5918458926280666,10.960394926506524
BOIDS-R14-012,1.2844715043970312,0.353982396557386,0.3787742465757784,0.24857396377056873,10.331081881361639
BOIDS-R14-013,1.5320069975832298,1.1422017402160074,0.5465371062618485,0.4704717126035579,8.22350402651553
BOIDS-R14-014,1.7788632819875714,0.8441926181552448,0.7445314258666043,0.13267735159064542,14.199515272747952
BOIDS-R14-015,1.2631655724613504,0.5503905899101158,1.0312616897988107,0.4220467471975115,9.796801574847084
BOIDS-R14-016,0.46844352999372674,0.6658402219778341,0.771224916071684,0.37550908643415787,15.43230235821412
BOIDS-R14-017,1.6353023349466511,1.7880729912714892,1.0147757348583164,0.5271153846904455,15.225191743106148
BOIDS-R14-018,1.1048748707449012,1.2168708192473505,0.9127150584652783,0.3483944793017251,10.094303142010833
BOIDS-R14-019,0.8729053122609083,1.1868122876716238,0.35028113898117175,0.013059274610591335,8.465582114877098
BOIDS-R14-020,1.1458960994683012,1.6306967638240548,1.2811699956918674,0.30347199177570744,10.693532077030937
BOIDS-R14-021,0.7969273614078158,0.6209232049298083,0.3203051433768543,0.32589441073077746,11.77101535912891
BOIDS-R14-022,1.413804505384141,1.6497549324948968,0.4250801903494422,0.4755040913708115,13.48006105367277
BOIDS-R14-023,0.41155308117079875,1.4548812242411773,1.2404636533795825,0.08056863549288971,19.780850606868178
BOIDS-R14-024,0.7499954239822179,0.5203387150931388,0.5864048328664991,0.5813236838581576,16.652870326828058
BOIDS-R14-025,0.753173734398431,0.32046690698343205,1.3180803861562647,0.39028165849945107,19.62361729095074
BOIDS-R14-026,0.537652449765677,0.212346964519251,0.27767593827231396,0.5155583915138136,18.467374163164493
BOIDS-R14-027,0.9539279239284871,0.4298447522096582,0.9801323937459245,0.29575333881400495,17.97287622530655
BOIDS-R14-028,1.4895605062451658,1.1070572561175298,1.166018000432298,0.42966829116451405,11.106390436583482
BOIDS-R14-029,1.5606520321996755,1.420711938992259,0.6091838243002716,0.4052343209180074,14.578864946405783
BOIDS-R14-030,0.9188805901132137,0.2554645900194763,1.145883780554638,0.5052635459668094,9.022986777362357
BOIDS-R14-031,1.6677855231516387,0.2764820498209567,1.326195444269519,0.20998038105616518,13.985049772043912
BOIDS-R14-032,1.0561964313540977,0.3978605951579692,0.237328139503094,0.003145150471210645,16.069831890353584
BOIDS-R14-033,0.9626048162152278,1.091575217711827,0.7000711194367448,0.25491580750744663,9.582306644473793
BOIDS-R14-034,1.215274667792447,1.2827395899114697,1.1222564587367938,0.04538110298693078,12.755354151704948
BOIDS-R14-035,1.5930864163568637,1.3853646356656362,0.9394872020932057,0.07057077009665247,11.379516389299678
BOIDS-R14-036,0.6682135783927221,1.4991569226057337,1.2089573552429844,0.12484299131381084,18.618118816371904
BOIDS-R14-037,1.3716373772114188,0.7939587279934253,0.9706265581799272,0.1904962889017127,16.835176094411953
BOIDS-R14-038,0.83922255418991,0.8880957397428471,0.6859940529955582,0.49162013362371526,13.698340873938175
BOIDS-R14-039,0.9922614678495095,0.93500021593688,0.45979338376343476,0.15163134190848865,15.80983247120305
BOIDS-R14-040,0.5053942970147578,1.5182587615643388,0.7762360771389434,0.03621828595763804,8.564328941531288
BOIDS-R14-041,1.0262505538011377,1.003885466410043,0.8871521407672345,0.14830423611358362,16.297928436218378
BOIDS-R14-042,1.7318630844916791,1.6954288099582668,0.3265962519549139,0.45309191271558713,15.66642851489915
BOIDS-R14-043,1.3051328778775286,1.3425438812006107,0.8417952646872746,0.0593898940995897,12.490912243273874
BOIDS-R14-044,1.1856857779562335,0.725078456092449,0.2716319387322746,0.5726764535342267,18.999933549803586
BOIDS-R14-045,0.5586450282271868,0.5793170526203082,0.40227946232727657,0.2752397205583794,19.40335897370238
BOIDS-R14-046,1.4516107634072593,0.9704416336641344,0.6624240728950144,0.1031823423002527,14.809465739708228
BOIDS-R14-047,0.6452222971197092,0.4666211497608992,1.0763591249844369,0.18321150406313122,13.105341290237382
